A00001 46.920042474467316 -123.20909152037318
A00002 46.92006570744287 -123.1959577120827
A00003 46.92008743376259 -123.18282388799852
A00004 46.92010765342197 -123.16969004917917
A00005 46.92012636641688 -123.15655619668316
A00006 46.92014357274348 -123.14342233156903
A00007 46.92015927239821 -123.13028845489532
A00008 46.92017346537787 -123.1171545677206
A00009 46.92018615167954 -123.10402067110343
A00010 46.92019733130061 -123.09088676610233
A00011 46.92020700423879 -123.0777528537759
A00012 46.920215170492085 -123.06461893518271
A00013 46.92022183005882 -123.0514850113813
A00014 46.92022698293764 -123.03835108343029
A00015 46.92023062912747 -123.02521715238821
A00016 46.92023276862757 -123.01208321931365
A00017 46.9202334014375 -122.99894928526521
A00018 46.920232527557125 -122.98581535130147
A00019 46.92023014698663 -122.97268141848097
A00020 46.920226259726505 -122.95954748786232
A00021 46.920220865777544 -122.94641356050411
A00022 46.92021396514085 -122.93327963746488
A00023 46.92020555781785 -122.92014571980323
A00024 46.920195643810274 -122.90701180857772
A00025 46.920184223120145 -122.89387790484693
A00026 46.92017129574982 -122.8807440096694
A00027 46.92015686170193 -122.8676101241037
A00028 46.92014092097948 -122.8544762492084
A00029 46.92012347358571 -122.84134238604204
A00030 46.920104519524216 -122.82820853566317
A00031 46.9200840587989 -122.8150746991303
A00032 46.92006209141394 -122.80194087750198
A00033 46.920038617373876 -122.78880707183673
A00034 46.9200136366835 -122.77567328319307
A00035 46.91998714934796 -122.76253951262949
A00036 46.919959155372695 -122.7494057612045
A00037 46.91992965476346 -122.73627202997658
A00038 46.919898647526296 -122.72313832000421
A00039 46.91986613366759 -122.71000463234584
A00040 46.919832113194 -122.69687096805994
A00041 46.91979658611254 -122.68373732820496
A00042 46.91975955243048 -122.6706037138393
A00043 46.91972101215544 -122.6574701260214
A00044 46.919680965295335 -122.64433656580965
A00045 46.91963941185839 -122.63120303426244
A00046 46.919596351853144 -122.61806953243816
A00047 46.91955178528843 -122.60493606139514
A00048 46.91950571217341 -122.59180262219175
A00049 46.91945813251754 -122.57866921588631
A00050 46.9194090463306 -122.56553584353712
A00051 46.91935845362268 -122.55240250620247
A00052 46.91930635440415 -122.53926920494065
A00053 46.91925274868573 -122.52613594080991
A00054 46.91919763647842 -122.51300271486849
A00055 46.91914101779355 -122.49986952817461
A00056 46.91908289264274 -122.48673638178646
A00057 46.91902326103795 -122.47360327676222
A00058 46.91896212299141 -122.46047021416004
A00059 46.91889947851567 -122.44733719503806
A00060 46.918835327623626 -122.4342042204544
A00061 46.91876967032843 -122.42107129146714
A00062 46.918702506643584 -122.40793840913436
A00063 46.918633836582885 -122.39480557451408
A00064 46.91856366016044 -122.38167278866435
A00065 46.918491977390666 -122.36854005264313
A00066 46.91841878828828 -122.35540736750839
A00067 46.91834409286832 -122.3422747343181
A00068 46.91826789114614 -122.32914215413015
A00069 46.91819018313739 -122.31600962800245
A00070 46.91811096885803 -122.30287715699284
A00071 46.91803024832435 -122.28974474215914
A00072 46.91794802155292 -122.2766123845592
A00073 46.91786428856064 -122.26348008525076
A00074 46.9177790493647 -122.25034784529159
A00075 46.917692303982626 -122.23721566573936
A00076 46.917604052432246 -122.2240835476518
A00077 46.91751429473168 -122.21095149208654
A00078 46.91742303089939 -122.1978195001012
A00079 46.9173302609541 -122.18468757275339
A00080 46.91723598491489 -122.17155571110064
A00081 46.917140202801136 -122.15842391620046
A00082 46.91704291463251 -122.14529218911038
A00083 46.916944120429 -122.13216053088783
A00084 46.91684382021092 -122.11902894259022
A00085 46.91674201399888 -122.10589742527493
A00086 46.91663870181379 -122.09276597999933
A00087 46.91653388367688 -122.07963460782071
A00088 46.91642755960971 -122.06650330979633
A00089 46.9163197296341 -122.05337208698346
A00090 46.91621039377224 -122.04024094043926
A00091 46.91609955204659 -122.02710987122092
A00092 46.915987204479926 -122.01397888038551
A00093 46.915873351095335 -122.00084796899014
A00094 46.91575799191624 -121.98771713809185
A00095 46.91564112696633 -121.97458638874762
A00096 46.91552275626962 -121.96145572201442
A00097 46.91540287985046 -121.94832513894914
A00098 46.915281497733474 -121.93519464060866
A00099 46.91515860994363 -121.9220642280498
A00100 46.91503421650617 -121.90893390232935
A00101 46.91490831744668 -121.89580366450406
A00102 46.914780912791024 -121.88267351563059
A00103 46.9146520025654 -121.86954345676558
A00104 46.91452158679632 -121.85641348896569
A00105 46.914389665510576 -121.84328361328741
A00106 46.9142562387353 -121.83015383078728
A00107 46.91412130649792 -121.81702414252176
A00108 46.91398486882618 -121.80389454954727
A00109 46.91384692574813 -121.79076505292014
A00110 46.91370747729212 -121.7776356536967
A00111 46.91356652348684 -121.76450635293322
A00112 46.91342406436127 -121.75137715168592
A00113 46.9132800999447 -121.73824805101094
A00114 46.91313463026673 -121.72511905196441
A00115 46.91298765535727 -121.71199015560238
A00116 46.912839175246546 -121.69886136298086
A00117 46.91268918996509 -121.6857326751558
A00118 46.91253769954375 -121.67260409318312
A00119 46.91238470401368 -121.65947561811865
A00120 46.91223020340634 -121.64634725101818
A00121 46.91207419775352 -121.63321899293746
A00122 46.91191668708728 -121.62009084493215
A00123 46.91175767144003 -121.60696280805789
A00124 46.911597150844486 -121.59383488337023
A00125 46.91143512533365 -121.58070707192472
A00126 46.91127159494085 -121.56757937477678
A00127 46.91110655969974 -121.55445179298181
A00128 46.91094001964425 -121.54132432759515
A00129 46.91077197480864 -121.52819697967207
A00130 46.910602425227495 -121.5150697502678
A00131 46.91043137093568 -121.50194264043748
A00132 46.910258811968404 -121.48881565123621
A00133 46.91008474836114 -121.47568878371902
A00134 46.909909180149725 -121.46256203894089
A00135 46.909732107370274 -121.44943541795672
A00136 46.90955353005922 -121.43630892182135
A00137 46.90937344825331 -121.42318255158956
A00138 46.90919186198959 -121.41005630831609
A00139 46.909008771305444 -121.39693019305557
A00140 46.908824176238525 -121.38380420686259
A00141 46.90863807682684 -121.37067835079166
A00142 46.90845047310868 -121.35755262589727
A00143 46.908261365122655 -121.34442703323376
A00144 46.908070752907676 -121.33130157385548
